N, SortStr, Year, Month, Day, Nick, Added, Text
237, 02_03_0007, 0007, 02, 03, n/a, 1175318371, Тренинг дыхания по бутейко в Родине (2007)
238, 02_03_2003, 2003, 02, 03, n/a, 1175318371, День рождения Гертруды Штейн (1874)
239, 02_03_2003, 2003, 02, 03, n/a, 1175318371, Бадди Холли погиб в авиакатастрофе (1959)
240, 02_03_2003, 2003, 02, 03, antihome, 1178460829, Вадик купил компьютер (2003)
241, 02_03_2007, 2007, 02, 03, n/a, 1175318371, День памяти мучеников Евгения, Кандида, Валериана и Акилы
242, 02_03_2007, 2007, 02, 03, n/a, 1175318371, Образовано Государственное хранилище ценностей (Гохран) (1920)
243, 02_03_2007, 2007, 02, 03, n/a, 1175318371, Автоматическая межпланетная станция Луна-9, запущенная 31 января, впервые в мире осуществила посадку на поверхность Луны в районе Океана Бурь и передала первую лунную фотопанораму (1966)
244, 02_03_2007, 2007, 02, 03, n/a, 1175318371, Подписан Договор о дружбе, добрососедстве и сотрудничестве между Российской Федерацией и Грузией (1994)
245, 02_03_2007, 2007, 02, 03, n/a, 1175318371, Сегодня Ту Би Шват
246, 02_03_2019, 2019, 02, 03, @sanhome, 1549173517, m Умер рэпер Дэцл (Кирилл Толмацкий) 2019
247, 02_04_2003, 2003, 02, 04, n/a, 1175318371, День независимости (Шри-Ланка)
248, 02_04_2007, 2007, 02, 04, n/a, 1175318371, День конституции в Мексике
249, 02_04_2007, 2007, 02, 04, n/a, 1175318371, Собор Костромских святых
250, 02_04_2007, 2007, 02, 04, n/a, 1175318371, Агафон Полухлебник
251, 02_04_2007, 2007, 02, 04, n/a, 1175318371, В Филадельфии (США) Коулмен Селлерс запатентовал кинематоскоп (1861)
252, 02_04_2007, 2007, 02, 04, n/a, 1175318371, Принято постановление ЦК КПСС и Совета Министров СССР об организации в Москве Университета дружбы народов (1960)
253, 02_04_2007, 2007, 02, 04, n/a, 1175318371, На станции «Белорусская-кольцевая» сработало взрывное устройство (2001)
254, 02_05_1722, 1722, 02, 05, n/a, 1175318371, Устав о наследии престола
255, 02_05_2007, 2007, 02, 05, n/a, 1175318371, День конституции в Мексике
256, 02_05_2007, 2007, 02, 05, n/a, 1175318371, Собор Костромских святых
257, 02_05_2007, 2007, 02, 05, n/a, 1175318371, Агафон Полухлебник
258, 02_05_2007, 2007, 02, 05, n/a, 1175318371, В Филадельфии (США) Коулмен Селлерс запатентовал кинематоскоп (1861)
259, 02_05_2007, 2007, 02, 05, n/a, 1175318371, Принято постановление ЦК КПСС и Совета Министров СССР об организации в Москве Университета дружбы народов (1960)
260, 02_05_2007, 2007, 02, 05, n/a, 1175318371, На станции «Белорусская-кольцевая» сработало взрывное устройство (2001)
261, 02_05_2007, 2007, 02, 05, n/a, 1175318371, Умер Илья Кормильцев (2007)
262, 02_06_1906, 1906, 02, 06, n/a, 1175318371, `О выборах в государственную думу` (Новое положение)
263, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День Вайтанги (Новая Зеландия)
264, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День саамского народа
265, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День милиции (Таджикистан)
266, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День святых новомучеников и исповедников российских
267, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День памяти блаженной Ксении Петербургской
268, 02_06_2007, 2007, 02, 06, n/a, 1175318371, День Аксиньи
269, 02_06_2007, 2007, 02, 06, n/a, 1175318371, Русский учёный Александр Степанович Попов впервые в мире передал по радио сигнал бедствия в море (радиограмма командиру ледокола «Ермак») (1900)
270, 02_06_2007, 2007, 02, 06, n/a, 1175318371, Образована Курганская область (1943)
271, 02_06_2007, 2007, 02, 06, n/a, 1175318371, В Мюнхене разбился самолёт с футбольной командой «Манчестер Юнайтед» на борту. Среди 23-х погибших было восемь футболистов клуба (1958)
272, 02_06_2007, 2007, 02, 06, n/a, 1175318371, Произошёл мощный взрыв в вагоне поезда между станциями «Автозаводская» и «Павелецкая» московского метро. Погибло 39 человек, ранено 120. В организации взрыва были обвинены чеченские сепаратисты (2004)
273, 02_07_0003, 0003, 02, 07, n/a, 1175318371, День независимости Гренады
274, 02_07_0003, 0003, 02, 07, n/a, 1175318371, День рождения Синклера Льюиса (1885)
275, 02_07_0003, 0003, 02, 07, n/a, 1175318371, `Битлз` начали свой первый тур по США (1964)
276, 02_07_0003, 0003, 02, 07, n/a, 1175318371, Братва с кольцом покинула Лориен  :)
277, 02_07_0003, 0003, 02, 07, n/a, 1175318371, Steven Stills makes the first digitally recorded rock album (1979)
278, 02_07_2006, 2006, 02, 07, n/a, 1175318371, День Независимости (Гренада)
279, 02_07_2006, 2006, 02, 07, n/a, 1175318371, День северных территорий (Япония)
280, 02_07_2006, 2006, 02, 07, n/a, 1175318371, День памяти всех новомучеников российских, пострадавших за веру в годы гонений на церковь
